card_id,verb_id,verb,tense_id,tense,person_id,person_grammatical,person_display,hypothetical_regular_form,conjugated_verb,regular,sentence,sentence_with_cloze
136_6_11,136,endeudarse,6,↧ indicativo pretérito ↧,11,1st_singular,yo,me endeudé,,,,
136_6_21,136,endeudarse,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,te endeudaste,,,,
136_6_31,136,endeudarse,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,se endeudó,,,,
136_6_12,136,endeudarse,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,nos endeudamos,,,,
136_6_32,136,endeudarse,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,se endeudaron,,,,
136_7_11,136,endeudarse,7,→ indicativo futuro →,11,1st_singular,yo,me endeudaré,,,,
136_7_21,136,endeudarse,7,→ indicativo futuro →,21,2nd_singular,tú,te endeudarás,,,,
136_7_31,136,endeudarse,7,→ indicativo futuro →,31,3rd_singular,él/ella,se endeudará,,,,
136_7_12,136,endeudarse,7,→ indicativo futuro →,12,1st_plural,nosotros,nos endeudaremos,,,,
136_7_32,136,endeudarse,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,se endeudarán,,,,
136_8_11,136,endeudarse,8,◇ condicional ◇,11,1st_singular,yo,,,,,
136_8_21,136,endeudarse,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
136_8_31,136,endeudarse,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
136_8_12,136,endeudarse,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
136_8_32,136,endeudarse,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
136_9_11,136,endeudarse,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
136_9_21,136,endeudarse,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
136_9_31,136,endeudarse,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
136_9_12,136,endeudarse,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
136_9_32,136,endeudarse,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
136_10_11,136,endeudarse,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
136_10_21,136,endeudarse,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
136_10_31,136,endeudarse,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
136_10_12,136,endeudarse,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
136_10_32,136,endeudarse,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
136_11_21,136,endeudarse,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
136_11_33,136,endeudarse,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
136_11_12,136,endeudarse,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
136_11_34,136,endeudarse,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
136_12_21,136,endeudarse,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
136_12_33,136,endeudarse,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
136_12_12,136,endeudarse,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
136_12_34,136,endeudarse,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
137_1_0,137,delinquir,1,infinitivo,0,NA,NA,delinquir,delinquir,TRUE,,
137_2_0,137,delinquir,2,gerundio,0,NA,NA,delinquiendo,,,,
137_3_0,137,delinquir,3,participio,0,NA,NA,delinquido,,,,
137_4_11,137,delinquir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,delinquo,,,,
137_4_21,137,delinquir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,delinques,,,,
137_4_31,137,delinquir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,delinque,,,,
137_4_12,137,delinquir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,delinquimos,,,,
137_4_32,137,delinquir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,delinquen,,,,
137_5_11,137,delinquir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,delinquía,,,,
137_5_21,137,delinquir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,delinquías,,,,
137_5_31,137,delinquir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,delinquía,,,,
137_5_12,137,delinquir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,delinquíamos,,,,
137_5_32,137,delinquir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,delinquían,,,,
137_6_11,137,delinquir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,delinquí,,,,
137_6_21,137,delinquir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,delinquiste,,,,
137_6_31,137,delinquir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,delinquió,,,,
137_6_12,137,delinquir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,delinquimos,,,,
137_6_32,137,delinquir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,delinquieron,,,,
137_7_11,137,delinquir,7,→ indicativo futuro →,11,1st_singular,yo,delinquiré,,,,
137_7_21,137,delinquir,7,→ indicativo futuro →,21,2nd_singular,tú,delinquirás,,,,
137_7_31,137,delinquir,7,→ indicativo futuro →,31,3rd_singular,él/ella,delinquirá,,,,
137_7_12,137,delinquir,7,→ indicativo futuro →,12,1st_plural,nosotros,delinquiremos,,,,
137_7_32,137,delinquir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,delinquirán,,,,
137_8_11,137,delinquir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
137_8_21,137,delinquir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
137_8_31,137,delinquir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
137_8_12,137,delinquir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
137_8_32,137,delinquir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
137_9_11,137,delinquir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
137_9_21,137,delinquir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
137_9_31,137,delinquir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
137_9_12,137,delinquir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
137_9_32,137,delinquir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
137_10_11,137,delinquir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
137_10_21,137,delinquir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
137_10_31,137,delinquir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
137_10_12,137,delinquir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
137_10_32,137,delinquir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
137_11_21,137,delinquir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
137_11_33,137,delinquir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
137_11_12,137,delinquir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
137_11_34,137,delinquir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
137_12_21,137,delinquir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
137_12_33,137,delinquir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
137_12_12,137,delinquir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
137_12_34,137,delinquir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
138_1_0,138,argüir,1,infinitivo,0,NA,NA,argüir,argüir,TRUE,,
138_2_0,138,argüir,2,gerundio,0,NA,NA,argüiendo,,,,
138_3_0,138,argüir,3,participio,0,NA,NA,argüido,,,,
138_4_11,138,argüir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,argüo,,,,
138_4_21,138,argüir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,argües,,,,
138_4_31,138,argüir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,argüe,,,,
138_4_12,138,argüir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,argüimos,,,,
138_4_32,138,argüir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,argüen,,,,
138_5_11,138,argüir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,argüía,,,,
138_5_21,138,argüir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,argüías,,,,
138_5_31,138,argüir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,argüía,,,,
138_5_12,138,argüir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,argüíamos,,,,
138_5_32,138,argüir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,argüían,,,,
138_6_11,138,argüir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,argüí,,,,
138_6_21,138,argüir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,argüiste,,,,
138_6_31,138,argüir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,argüió,,,,
138_6_12,138,argüir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,argüimos,,,,
138_6_32,138,argüir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,argüieron,,,,
138_7_11,138,argüir,7,→ indicativo futuro →,11,1st_singular,yo,argüiré,,,,
138_7_21,138,argüir,7,→ indicativo futuro →,21,2nd_singular,tú,argüirás,,,,
138_7_31,138,argüir,7,→ indicativo futuro →,31,3rd_singular,él/ella,argüirá,,,,
138_7_12,138,argüir,7,→ indicativo futuro →,12,1st_plural,nosotros,argüiremos,,,,
138_7_32,138,argüir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,argüirán,,,,
138_8_11,138,argüir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
138_8_21,138,argüir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
138_8_31,138,argüir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
138_8_12,138,argüir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
138_8_32,138,argüir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
138_9_11,138,argüir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
138_9_21,138,argüir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
138_9_31,138,argüir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
138_9_12,138,argüir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
138_9_32,138,argüir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
138_10_11,138,argüir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
138_10_21,138,argüir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
138_10_31,138,argüir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
138_10_12,138,argüir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
138_10_32,138,argüir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
138_11_21,138,argüir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
138_11_33,138,argüir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
138_11_12,138,argüir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
138_11_34,138,argüir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
138_12_21,138,argüir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
138_12_33,138,argüir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
138_12_12,138,argüir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
138_12_34,138,argüir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
139_1_0,139,reñir,1,infinitivo,0,NA,NA,reñir,reñir,TRUE,,
139_2_0,139,reñir,2,gerundio,0,NA,NA,reñiendo,,,,
139_3_0,139,reñir,3,participio,0,NA,NA,reñido,,,,
139_4_11,139,reñir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,reño,,,,
139_4_21,139,reñir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,reñes,,,,
139_4_31,139,reñir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,reñe,,,,
139_4_12,139,reñir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,reñimos,,,,
139_4_32,139,reñir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,reñen,,,,
139_5_11,139,reñir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,reñía,,,,
139_5_21,139,reñir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,reñías,,,,
139_5_31,139,reñir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,reñía,,,,
139_5_12,139,reñir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,reñíamos,,,,
139_5_32,139,reñir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,reñían,,,,
139_6_11,139,reñir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,reñí,,,,
139_6_21,139,reñir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,reñiste,,,,
139_6_31,139,reñir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,reñió,,,,
139_6_12,139,reñir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,reñimos,,,,
139_6_32,139,reñir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,reñieron,,,,
139_7_11,139,reñir,7,→ indicativo futuro →,11,1st_singular,yo,reñiré,,,,
139_7_21,139,reñir,7,→ indicativo futuro →,21,2nd_singular,tú,reñirás,,,,
139_7_31,139,reñir,7,→ indicativo futuro →,31,3rd_singular,él/ella,reñirá,,,,
139_7_12,139,reñir,7,→ indicativo futuro →,12,1st_plural,nosotros,reñiremos,,,,
139_7_32,139,reñir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,reñirán,,,,
139_8_11,139,reñir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
139_8_21,139,reñir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
139_8_31,139,reñir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
139_8_12,139,reñir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
139_8_32,139,reñir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
139_9_11,139,reñir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
139_9_21,139,reñir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
139_9_31,139,reñir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
139_9_12,139,reñir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
139_9_32,139,reñir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
139_10_11,139,reñir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
139_10_21,139,reñir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
139_10_31,139,reñir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
139_10_12,139,reñir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
139_10_32,139,reñir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
139_11_21,139,reñir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
139_11_33,139,reñir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
139_11_12,139,reñir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
139_11_34,139,reñir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
139_12_21,139,reñir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
139_12_33,139,reñir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
139_12_12,139,reñir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
139_12_34,139,reñir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
140_1_0,140,corroer,1,infinitivo,0,NA,NA,corroer,corroer,TRUE,,
140_2_0,140,corroer,2,gerundio,0,NA,NA,corroiendo,,,,
140_3_0,140,corroer,3,participio,0,NA,NA,corroido,,,,
140_4_11,140,corroer,4,⊙ indicativo presente ⊙,11,1st_singular,yo,corroo,,,,
140_4_21,140,corroer,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,corroes,,,,
140_4_31,140,corroer,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,corroe,,,,
140_4_12,140,corroer,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,corroemos,,,,
140_4_32,140,corroer,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,corroen,,,,
140_5_11,140,corroer,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,corroía,,,,
140_5_21,140,corroer,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,corroías,,,,
140_5_31,140,corroer,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,corroía,,,,
140_5_12,140,corroer,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,corroíamos,,,,
140_5_32,140,corroer,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,corroían,,,,
140_6_11,140,corroer,6,↧ indicativo pretérito ↧,11,1st_singular,yo,corroí,,,,
140_6_21,140,corroer,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,corroiste,,,,
140_6_31,140,corroer,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,corroió,,,,
140_6_12,140,corroer,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,corroimos,,,,
140_6_32,140,corroer,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,corroieron,,,,
140_7_11,140,corroer,7,→ indicativo futuro →,11,1st_singular,yo,corroeré,,,,
140_7_21,140,corroer,7,→ indicativo futuro →,21,2nd_singular,tú,corroerás,,,,
140_7_31,140,corroer,7,→ indicativo futuro →,31,3rd_singular,él/ella,corroerá,,,,
140_7_12,140,corroer,7,→ indicativo futuro →,12,1st_plural,nosotros,corroeremos,,,,
140_7_32,140,corroer,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,corroerán,,,,
140_8_11,140,corroer,8,◇ condicional ◇,11,1st_singular,yo,,,,,
140_8_21,140,corroer,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
140_8_31,140,corroer,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
140_8_12,140,corroer,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
140_8_32,140,corroer,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
140_9_11,140,corroer,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
140_9_21,140,corroer,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
140_9_31,140,corroer,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
140_9_12,140,corroer,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
140_9_32,140,corroer,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
140_10_11,140,corroer,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
140_10_21,140,corroer,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
140_10_31,140,corroer,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
140_10_12,140,corroer,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
140_10_32,140,corroer,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
140_11_21,140,corroer,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
140_11_33,140,corroer,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
140_11_12,140,corroer,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
140_11_34,140,corroer,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
140_12_21,140,corroer,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
140_12_33,140,corroer,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
140_12_12,140,corroer,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
140_12_34,140,corroer,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
141_1_0,141,tañer,1,infinitivo,0,NA,NA,tañer,tañer,TRUE,,
141_2_0,141,tañer,2,gerundio,0,NA,NA,tañiendo,,,,
141_3_0,141,tañer,3,participio,0,NA,NA,tañido,,,,
141_4_11,141,tañer,4,⊙ indicativo presente ⊙,11,1st_singular,yo,taño,,,,
141_4_21,141,tañer,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,tañes,,,,
141_4_31,141,tañer,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,tañe,,,,
141_4_12,141,tañer,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,tañemos,,,,
141_4_32,141,tañer,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,tañen,,,,
141_5_11,141,tañer,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,tañía,,,,
141_5_21,141,tañer,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,tañías,,,,
141_5_31,141,tañer,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,tañía,,,,
141_5_12,141,tañer,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,tañíamos,,,,
141_5_32,141,tañer,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,tañían,,,,
141_6_11,141,tañer,6,↧ indicativo pretérito ↧,11,1st_singular,yo,tañí,,,,
141_6_21,141,tañer,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,tañiste,,,,
141_6_31,141,tañer,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,tañió,,,,
141_6_12,141,tañer,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,tañimos,,,,
141_6_32,141,tañer,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,tañieron,,,,
141_7_11,141,tañer,7,→ indicativo futuro →,11,1st_singular,yo,tañeré,,,,
141_7_21,141,tañer,7,→ indicativo futuro →,21,2nd_singular,tú,tañerás,,,,
141_7_31,141,tañer,7,→ indicativo futuro →,31,3rd_singular,él/ella,tañerá,,,,
141_7_12,141,tañer,7,→ indicativo futuro →,12,1st_plural,nosotros,tañeremos,,,,
141_7_32,141,tañer,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,tañerán,,,,
141_8_11,141,tañer,8,◇ condicional ◇,11,1st_singular,yo,,,,,
141_8_21,141,tañer,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
141_8_31,141,tañer,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
141_8_12,141,tañer,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
141_8_32,141,tañer,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
141_9_11,141,tañer,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
141_9_21,141,tañer,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
141_9_31,141,tañer,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
141_9_12,141,tañer,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
141_9_32,141,tañer,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
141_10_11,141,tañer,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
141_10_21,141,tañer,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
141_10_31,141,tañer,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
141_10_12,141,tañer,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
141_10_32,141,tañer,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
141_11_21,141,tañer,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
141_11_33,141,tañer,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
141_11_12,141,tañer,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
141_11_34,141,tañer,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
141_12_21,141,tañer,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
141_12_33,141,tañer,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
141_12_12,141,tañer,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
141_12_34,141,tañer,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
142_1_0,142,prohijar,1,infinitivo,0,NA,NA,prohijar,prohijar,TRUE,,
142_2_0,142,prohijar,2,gerundio,0,NA,NA,prohijando,,,,
142_3_0,142,prohijar,3,participio,0,NA,NA,prohijado,,,,
142_4_11,142,prohijar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,prohijo,,,,
142_4_21,142,prohijar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,prohijas,,,,
142_4_31,142,prohijar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,prohija,,,,
142_4_12,142,prohijar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,prohijamos,,,,
142_4_32,142,prohijar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,prohijan,,,,
142_5_11,142,prohijar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,prohijaba,,,,
142_5_21,142,prohijar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,prohijabas,,,,
142_5_31,142,prohijar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,prohijaba,,,,
142_5_12,142,prohijar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,prohijábamos,,,,
142_5_32,142,prohijar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,prohijaban,,,,
142_6_11,142,prohijar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,prohijé,,,,
142_6_21,142,prohijar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,prohijaste,,,,
142_6_31,142,prohijar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,prohijó,,,,
142_6_12,142,prohijar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,prohijamos,,,,
142_6_32,142,prohijar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,prohijaron,,,,
142_7_11,142,prohijar,7,→ indicativo futuro →,11,1st_singular,yo,prohijaré,,,,
142_7_21,142,prohijar,7,→ indicativo futuro →,21,2nd_singular,tú,prohijarás,,,,
142_7_31,142,prohijar,7,→ indicativo futuro →,31,3rd_singular,él/ella,prohijará,,,,
142_7_12,142,prohijar,7,→ indicativo futuro →,12,1st_plural,nosotros,prohijaremos,,,,
142_7_32,142,prohijar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,prohijarán,,,,
142_8_11,142,prohijar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
